timestamp,mint,ticker,marketCapSol,devHoldingPct,uniqueBuyers,buyCount,sellCount,buyVolSOL,avgBuySize,priceChangePct,momentum,buyToSellRatio,buyVelocity,devSold,bundled,tokenAgeSec,priceAtSnipe,entryPrice,exitPrice,pnlSol,pnlPct,peakPct,exitReason,holdTimeSec,mode,deployerTier,avgBuyIntervalMs,lastBuyAgoMs,devRebuy,topHolderPct,top5HolderPct,devWallet,uniqueWallets,liquiditySOL,risk,tradeCount,bundleCount,tradeId,ledgerCost,ledgerReceived,realizedSource,dataQuality,entryScore,entryReasons,entryBlockedReasons,mfePct,maePct,timeToMFESec,timeToMAESec,pnlAt5s,pnlAt10s,buyersAt10s,buyersAt30s,buyVolAt10s,sellVolAt10s,devFirstSellAgeSec,devNetFlowSOL,devExitedCompletely,isReentry,reentryFromTradeId,reentryOriginalPeak
2026-03-15T21:47:39.889Z,A2PREcKxZF5p7Zcn,AGENT,37.62,11.1,1,1,0,1.343,1.343,8.2,flat,99,1,N,N,0,3.762162161513509e-8,3.8374054047437796e-8,2.7997116006658082e-8,-0.0450,-30.0,-1.8621244342789802,T5BAIL -27.0% @6s (peak -1.9%),5,DATA_GATHER,B,,,N,100.0,100.0,38aAb7NFAe5SXvwS,1,34.80,HIGH,1,0,A2PREcKxZF5p7Zcn_mmsacmpd_5119u8,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-1.9,-27.0,1.4,5.6,-27.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:47:42.094Z,8WZKQxGUWUAqwQ8M,PIGEON,36.77,12.6,1,1,0,0.010,0.010,2.4,flat,99,1,N,N,1,3.677304623998621e-8,3.750850716478593e-8,3.434681257034341e-8,-0.0182,-12.1,0.903593508969553,T5BAIL -8.4% @5s (peak 0.9%),4,DATA_GATHER,B,,,N,100.0,100.0,AV7PjXHL5JXZ1YoY,1,34.41,HIGH,1,0,8WZKQxGUWUAqwQ8M_mmsacoem_l0g5ru,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.9,-23.8,2.7,2.4,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:47:41.177Z,95TxxY5b6GLJruMH,Kitbull,33.75,9.6,0,0,1,0.000,0.000,0.0,flat,0,0,N,N,6,3.375448670917235e-8,3.4429576443355794e-8,3.385569950188232e-8,-0.0085,-5.6,-1.6668138291437422,STALE_FEED,12,DATA_GATHER,B,,99999,N,0.0,0.0,27pmLbociGPhKzHN,1,32.96,HIGH,1,0,95TxxY5b6GLJruMH_mmsacnp5_yne8ma,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-1.7,-1.7,0.4,0.4,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:47:48.056Z,ET75dJUkZm7oFzSR,SOL,27.98,0.0,1,1,0,0.010,0.010,0.1,flat,99,1,N,N,1,2.7977637750224312e-8,2.85371905052288e-8,2.7977637750224312e-8,-0.0089,-5.9,-1.960784313725495,STALE_FEED,7,DATA_GATHER,B,,,N,100.0,100.0,8qq38Uf3Y6PWrNXY,1,30.01,MED,1,0,ET75dJUkZm7oFzSR_mmsact08_x0ou1r,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:47:39.214Z,6yqXzJn2avoDty8F,Company,53.85,6.6,17,18,0,3.091,0.172,69.5,up,99,3.6,N,N,5,5.384945200445075e-8,5.492644104453976e-8,2.8253781934512398e-8,-0.0760,-50.7,10.144512192279867,BE -48.6% (peak 10.1%) [stale],18,DATA_GATHER,B,427,,N,28.1,77.2,EjU1u9zpso9Zfshs,17,41.63,MED,18,0,6yqXzJn2avoDty8F_mmsacm6m_i8dp49,0.1500,0.0000,execution_log,100,0,MOMENTUM|LIQUIDITY|HOLDER_QUALITY|NO_BUNDLE|DEV_OK|FLOW|ENTRY_IMPACT_OK,LOW_TRADES|AGE_WINDOW|LOW_SCORE,10.1,-48.6,0.9,12.3,-46.8,-48.6,21,0,5.610,0.599,,0.0000,N,N,,0
2026-03-15T21:47:55.413Z,5t8MQWAgsBRnJcke,UNITY,35.62,9.6,1,1,0,0.900,0.900,5.5,flat,99,1,N,N,0,3.562287268233407e-8,3.633533013598075e-8,3.355128783367705e-8,-0.0171,-11.4,-1.91839695558659,T5BAIL -7.7% @4s (peak -1.9%),4,DATA_GATHER,B,,,N,100.0,100.0,mmtXv3s3SgRCvqRD,1,33.86,HIGH,1,0,5t8MQWAgsBRnJcke_mmsacyol_fhq3ta,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-1.9,-15.4,0.1,2.4,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:47:50.414Z,BYHRcET3YU1PkKcA,PIGEON,37.41,12.6,1,1,0,0.700,0.700,4.2,flat,99,1,N,N,0,3.7405716334969336e-8,3.8153830661668724e-8,2.7958993476234855e-8,-0.0445,-29.7,-1.9607843137254932,SL -26.7% [stale],9,DATA_GATHER,B,,,N,100.0,100.0,AV7PjXHL5JXZ1YoY,1,34.70,HIGH,1,0,BYHRcET3YU1PkKcA_mmsacutq_mn4g9h,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-24.0,-26.7,3.7,4.0,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:47:55.807Z,EdQwQPEjZRoGTRn7,MTW COIN,28.08,0.2,1,1,0,0.003,0.003,0.0,flat,99,1,N,N,1,2.8075910863877263e-8,2.863742908115481e-8,2.80099581045803e-8,-0.0092,-6.1,-1.8815162213209193,T5BAIL -2.2% @5s (peak -1.9%),4,DATA_GATHER,B,,,N,100.0,100.0,HJrHyFnC1PdgB5Dh,1,30.06,MED,1,0,EdQwQPEjZRoGTRn7_mmsacyzj_fj6c6h,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-1.9,-2.2,0.7,4.7,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:48:00.138Z,CF1sGUJ4DMhn9w7S,PIGEON,27.96,12.6,0,0,1,0.000,0.000,-22.1,flat,0,0,Y,N,2,2.7958993476234855e-8,2.8518173345759554e-8,2.7977221566477262e-8,-0.0088,-5.9,-1.8968668600323484,STALE_FEED,13,DATA_GATHER,B,,99999,N,0.0,0.0,AV7PjXHL5JXZ1YoY,1,30.00,HIGH,1,0,CF1sGUJ4DMhn9w7S_mmsad2bu_d5chz7,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-1.9,-1.9,1.0,1.0,0.0,0.0,0,0,0.000,0.000,2.1,-4.0000,Y,N,,0
2026-03-15T21:48:08.045Z,HNrJBE1mWnLqzCpa,PIGEON,27.96,12.6,0,0,1,0.000,0.000,-22.1,flat,0,0,Y,N,2,2.7958993476234855e-8,2.8518173345759554e-8,2.7958993476234855e-8,-0.0089,-5.9,-1.9607843137254963,STALE_FEED,7,DATA_GATHER,B,,99999,N,0.0,0.0,AV7PjXHL5JXZ1YoY,1,30.00,HIGH,1,0,HNrJBE1mWnLqzCpa_mmsad8fh_7n3qmd,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,1.8,-4.0000,Y,N,,0
2026-03-15T21:48:15.063Z,7vxmC3P87yVSrZjU,DINDIM,28.16,0.4,1,1,0,0.010,0.010,0.1,flat,99,1,N,N,1,2.8164401988194997e-8,2.8727690027958898e-8,2.8164401988194997e-8,-0.0089,-5.9,-1.9607843137254943,STALE_FEED,6,DATA_GATHER,B,,,N,100.0,100.0,5NvVk5mQE3GFodFZ,1,30.11,MED,1,0,7vxmC3P87yVSrZjU_mmsadduf_czodpm,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:48:05.060Z,91vPfvx8AzzdZsVW,Twinkle,50.72,15.2,1,1,0,0.094,0.094,33.7,flat,99,1,N,N,0,5.0715064000055654e-8,5.1729365280056767e-8,4.243609712992073e-8,-0.0319,-21.3,35.47765995509556,TRAIL -39% (peak 35.5%) [stale],18,DATA_GATHER,B,,,N,100.0,100.0,9561Ceg6n5pBtjg1,1,40.40,SCAM,1,0,91vPfvx8AzzdZsVW_mmsad64k_2nym3f,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,35.5,-31.9,1.8,12.7,-13.0,-28.2,24,0,12.879,22.683,,0.0000,N,N,,0
2026-03-15T21:48:21.073Z,J41HmiYUPnKcp4A4,TOASTGOD,27.96,0.4,0,0,1,0.000,0.000,-0.7,flat,0,0,Y,N,17,2.7958993476234855e-8,2.8518173345759554e-8,2.7958993476234855e-8,-0.0089,-5.9,-1.9607843137254963,STALE_FEED,6,DATA_GATHER,B,,99999,N,0.0,0.0,63JX8b12gqXYdinh,1,30.00,MED,1,0,J41HmiYUPnKcp4A4_mmsadihd_k4ip89,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,17.3,-0.0988,Y,N,,0
2026-03-15T21:48:25.722Z,Bo6dKpB9c6VYVkV5,FACE,28.29,0.7,0,0,1,0.000,0.000,-0.2,flat,0,0,N,N,1,2.8285171841719473e-8,2.8850875278553863e-8,2.8290187443914262e-8,-0.0089,-5.9,-1.38424938584675,T5BAIL -1.9% @5s (peak -1.4%),4,DATA_GATHER,B,,99999,N,0.0,0.0,DfmeAcP2VPB4vNfk,1,30.17,MED,1,0,Bo6dKpB9c6VYVkV5_mmsadm2i_yhoo8i,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-1.4,-1.9,1.8,4.5,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:48:27.493Z,GzThCEnke4cMyeCy,E,37.28,12.6,1,1,0,0.642,0.642,3.8,flat,99,1,N,N,0,3.728072237246011e-8,3.802633681990932e-8,2.7958993476234855e-8,-0.0442,-29.5,-1.9607843137254994,SL -26.5% [stale],8,DATA_GATHER,B,,,N,100.0,100.0,AV7PjXHL5JXZ1YoY,1,34.64,HIGH,1,0,GzThCEnke4cMyeCy_mmsadnfp_27oy6j,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-5.6,-26.5,1.1,2.4,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:48:38.101Z,MvdRMKCNjvT3mBq5,N-CASH,267.24,4.0,1,1,0,1.000,1.000,785.9,flat,99,1,N,N,0,2.672426007230313e-7,2.7258745273749195e-7,2.672426007230313e-7,-0.0089,-5.9,-1.9607843137254968,GRADUATED 93SOL,0,DATA_GATHER,B,,,N,100.0,100.0,BHUkq4DXAA663jyb,1,92.75,MED,1,0,MvdRMKCNjvT3mBq5_mmsadvmd_u5ki8q,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:48:51.124Z,5ifWs4AUsk9y2xGN,PIGEON,27.96,3.5,0,0,1,0.000,0.000,-6.3,flat,0,0,Y,N,25,2.7958993476234855e-8,2.8518173345759554e-8,2.7958993476234855e-8,-0.0089,-5.9,-1.9607843137254963,STALE_FEED,6,DATA_GATHER,B,,99999,N,0.0,0.0,2gGvgPVW7j7jfadW,1,30.00,MED,1,0,5ifWs4AUsk9y2xGN_mmsae5o4_feteqd,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,25.4,-1.0000,Y,N,,0
2026-03-15T21:48:52.783Z,6cQWKtdwzmmzp4HG,okok,27.98,0.0,1,1,0,0.010,0.010,0.1,flat,99,1,N,N,0,2.7977405716249207e-8,2.853695383057419e-8,2.7977405716249207e-8,-0.0089,-5.9,-1.9607843137254912,STALE_FEED,7,DATA_GATHER,B,,,N,100.0,100.0,A3dcs6uFMtqxfRp2,1,30.01,MED,1,0,6cQWKtdwzmmzp4HG_mmsae6y7_jb7e1g,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:48:53.734Z,76aacPLUfrSxG2ny,PIGEON,27.96,3.5,0,0,1,0.000,0.000,-6.3,flat,0,0,Y,N,13,2.7958993476234855e-8,2.8518173345759554e-8,2.981120584029745e-8,0.0005,0.3,4.5340649236573976,STALE_FEED,12,DATA_GATHER,B,,99999,N,0.0,0.0,2gGvgPVW7j7jfadW,1,30.00,MED,1,0,76aacPLUfrSxG2ny_mmsae7om_opygav,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,4.5,4.5,1.2,1.2,0.0,0.0,0,0,0.000,0.000,12.8,-1.0000,Y,N,,0
2026-03-15T21:48:43.796Z,91vPfvx8AzzdZsVW,Twinkle,47.94,15.2,15,17,0,11.225,0.660,26.4,up,99,0.44,N,Y,39,4.793766008690968e-8,4.889641328864788e-8,2.7967395879630784e-8,-0.0677,-45.1,-1.9602913377689464,SL -42.8% [stale],28,DATA_GATHER,B,3717,,N,12.9,55.6,9561Ceg6n5pBtjg1,46,39.28,SCAM,104,1,91vPfvx8AzzdZsVW_mmsad64k_2nym3f,0.1500,0.0000,execution_log,100,0,MOMENTUM|LIQUIDITY|HOLDER_QUALITY|DEV_OK|FLOW|ENTRY_IMPACT_OK,BUNDLE_RISK|LOW_TRADES|AGE_WINDOW|LOW_SCORE,-2.0,-42.8,0.8,22.4,-11.9,-11.9,15,0,11.225,1.468,4,-7.4605,Y,Y,91vPfvx8AzzdZsVW_mmsad64k_2nym3f,35.47765995509556
2026-03-15T21:49:04.682Z,2zh21FFeWJFQjAw3,SUPREME,27.96,1.2,0,0,1,0.000,0.000,-2.3,flat,0,0,Y,N,32,2.795917339398837e-8,2.851835686186814e-8,2.795917339398837e-8,-0.0089,-5.9,-1.9607843137254948,STALE_FEED,7,DATA_GATHER,B,,99999,N,0.0,0.0,43fpX1fxYohU2mzu,1,30.00,MED,1,0,2zh21FFeWJFQjAw3_mmsaeg4q_ndmgvu,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,31.5,-0.3457,Y,N,,0
2026-03-15T21:48:53.564Z,9VPjHD1SKg9fCUeb,N-CASH,33.84,9.8,1,1,0,0.007,0.007,0.0,flat,99,1,N,N,0,3.384460400890323e-8,3.45214960890813e-8,1.9870887792313207e-7,0.6790,452.7,475.60911442068436,GRADUATED 81SOL,26,DATA_GATHER,B,,,N,100.0,100.0,EM2C5hJ1CubYKhik,1,33.01,HIGH,1,0,9VPjHD1SKg9fCUeb_mmsae7jw_10hmwz,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,475.6,-1.7,26.5,0.0,336.0,301.1,28,0,11.013,5.400,,0.0000,N,N,,0
2026-03-15T21:49:20.628Z,7FNFQow9D1b4PQFg,PIGEON,35.61,9.8,0,0,1,0.000,0.000,5.3,flat,0,0,N,N,2,3.561278022161695e-8,3.632503582604929e-8,2.797607639390876e-8,-0.0392,-26.1,-1.9607843137254932,T5BAIL -23.0% @5s (peak -2.0%),5,DATA_GATHER,B,,99999,N,0.0,0.0,7BVsMqCRoeEtvVea,1,33.86,HIGH,1,0,7FNFQow9D1b4PQFg_mmsaesfo_tojirh,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-4.2,-23.0,0.2,5.3,-23.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:49:13.195Z,HJHhYCUeXt4DmTA3,N,43.64,9.8,1,1,0,0.009,0.009,29.0,flat,99,1,N,N,1,4.363557235308056e-8,4.4508283800142174e-8,2.8323616066218613e-8,-0.0584,-39.0,12.360593572057201,BE -36.4% (peak 12.4%) [stale],12,DATA_GATHER,B,,,N,100.0,100.0,8eVpzVUWNsUMuf5e,1,37.48,HIGH,1,0,HJHhYCUeXt4DmTA3_mmsaemp7_y0o0l9,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,12.4,-36.7,2.7,5.4,-31.6,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:49:00.649Z,FLozahtWf9jC8emg,N-CASH,40.83,10.5,1,1,0,2.993,2.993,18.8,flat,99,1,N,N,0,4.0826243011737374e-8,4.1642767871972125e-8,2.8737385572474094e-8,-0.0507,-33.8,49.328430481452514,TRAIL -54% (peak 49.3%) [stale],27,DATA_GATHER,B,,,N,100.0,100.0,EFaQQTGywnD4CjQQ,1,36.25,HIGH,1,0,FLozahtWf9jC8emg_mmsaed0p_9fonpm,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,49.3,-32.9,13.6,21.5,4.5,30.9,22,0,10.741,3.528,,0.0000,N,N,,0
2026-03-15T21:49:24.658Z,EDsfdPf76AvLRUS6,ThAIther,42.15,15.2,0,0,1,0.000,0.000,11.2,flat,0,0,N,N,2,4.215016283165615e-8,4.2993166088289275e-8,3.770748157949391e-8,-0.0238,-15.8,-1.9607843137254906,T5BAIL -12.3% @6s (peak -2.0%),5,DATA_GATHER,B,,99999,N,0.0,0.0,bwamJzztZsepfkte,1,36.83,SCAM,1,0,EDsfdPf76AvLRUS6_mmsaevjm_70rzuo,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-12.3,-12.3,5.7,5.7,-12.3,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:49:28.900Z,5nUHvcorsAKS2R1n,Natanyuhu,27.96,0.1,0,0,1,0.000,0.000,-0.3,flat,0,0,Y,N,12,2.7958993476234855e-8,2.8518173345759554e-8,2.7958993476234855e-8,-0.0089,-5.9,-1.9607843137254963,STALE_FEED,7,DATA_GATHER,B,,99999,N,0.0,0.0,8H49fp1uhUzByMP9,1,30.00,MED,1,0,5nUHvcorsAKS2R1n_mmsaeytg_cuyakc,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,11.9,-0.0395,Y,N,,0
2026-03-15T21:49:38.254Z,2HSHgsNpo3WeSxfC,$POLYBET,29.30,3.4,0,0,1,0.000,0.000,-1.8,flat,0,0,N,N,1,2.9299977609653357e-8,2.9885977161846426e-8,2.988095210888857e-8,-0.0061,-4.1,2.3042561459252706,T5BAIL -0.0% @4s (peak 2.3%),4,DATA_GATHER,B,,99999,N,0.0,0.0,3MD5BEHBdjnfGvNe,1,30.71,MED,1,0,2HSHgsNpo3WeSxfC_mmsaf61a_k8b4sc,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,2.3,-1.5,2.4,0.9,0.0,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:49:39.835Z,3LcKqzJuiHkJVvKt,RB,28.40,0.8,1,1,0,0.016,0.016,0.1,flat,99,1,N,N,1,2.8400256522355337e-8,2.8968261652802445e-8,2.8944783236597107e-8,-0.0062,-4.1,-0.08104875772919207,T5BAIL -0.1% @6s (peak -0.1%),5,DATA_GATHER,B,,,N,100.0,100.0,DfmeAcP2VPB4vNfk,1,30.24,MED,1,0,3LcKqzJuiHkJVvKt_mmsaf797_ut5gz4,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-0.1,-1.1,5.6,0.6,-0.1,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:49:41.367Z,875oi1vdbn4jDAXx,TRUMPINATE,28.35,0.4,0,0,0,0.000,0.000,0.7,flat,99,0,N,N,71,2.835051952431735e-8,2.89175299148037e-8,2.835051952431735e-8,-0.0089,-5.9,-1.9607843137254957,STALE_FEED,6,DATA_GATHER,B,,99999,Y,100.0,100.0,BmDt1eWrws1sAh9x,1,30.21,MED,1,0,875oi1vdbn4jDAXx_mmsaf8fr_bedq9q,0.1500,0.0000,execution_log,63,0,LIQUIDITY|NO_BUNDLE|DEV_OK|AGE_WINDOW|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|LOW_SCORE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000,0.000,,0.0988,N,N,,0
2026-03-15T21:49:22.820Z,2U75FsTQLcLDmeuR,N-CASH,46.93,6.6,1,1,0,0.208,0.208,47.8,flat,99,1,N,N,0,4.693410660590513e-8,4.7872788738023235e-8,2.8089285309189392e-8,-0.0656,-43.7,58.6722099887241,TRAIL -63% (peak 58.7%) [stale],27,DATA_GATHER,B,,,N,100.0,100.0,EKeCsBTL2FWLWoBk,1,38.87,HIGH,1,0,2U75FsTQLcLDmeuR_mmsaeu4k_6qux7c,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,58.7,-41.3,13.6,21.0,19.8,39.0,26,0,12.710,5.090,,0.0000,N,N,,0
2026-03-15T21:49:45.710Z,BskosTVEtxiudFfq,WARCRIME,28.51,0.9,1,1,0,0.049,0.049,0.3,flat,99,1,N,N,1,2.8513253542084132e-8,2.9083518612925815e-8,2.8477828531968504e-8,-0.0091,-6.0,-1.4936391825283566,T5BAIL -2.1% @5s (peak -1.5%),5,DATA_GATHER,B,,,N,100.0,100.0,2tH8N4LgnavYTjc7,1,30.30,MED,1,0,BskosTVEtxiudFfq_mmsafbse_58zrxg,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,-1.5,-2.1,2.8,5.3,-2.1,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
2026-03-15T21:49:41.771Z,6tdoW3xiXFbwSZpC,N-CASH,42.52,10.3,1,1,0,0.395,0.395,24.2,flat,99,1,N,N,0,4.251867969500143e-8,4.336905328890146e-8,2.871460791157292e-8,-0.0547,-36.5,20.775602384288796,TRAIL -45% (peak 20.8%) [stale],14,DATA_GATHER,B,,,N,100.0,100.0,ESyo4XWtwcmbzuQ4,1,37.00,HIGH,1,0,6tdoW3xiXFbwSZpC_mmsaf8qz_avpiq7,0.1500,0.0000,execution_log,100,0,LIQUIDITY|NO_BUNDLE|DEV_OK|ENTRY_IMPACT_OK,NO_MOMENTUM|WEAK_HOLDERS|LOW_TRADES|SELL_PRESSURE|AGE_WINDOW|LOW_SCORE,20.8,-35.5,2.8,7.9,7.6,0.0,0,0,0.000,0.000,,0.0000,N,N,,0
